timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1759582800,Oct 04 2025 - 1:00pm,complete,N/A,Parma,Lecce,N/A,6,2.00,0.50,1.33,1.33,0,1,1,1,0,1,"","38",4,9,1,0,2,0,0,1,0,2,10,7,2,3,8,4,16,16,63,37,1.08,1.07,1.09,0.92,2.50,75,75,50,25,25,0,50,75,75,7.00,4.00,1.94,3.34,4.20,1.40,2.33,4.05,7.90,2.12,1.80,N/A
1759593600,Oct 04 2025 - 4:00pm,complete,N/A,Inter Milan,Cremonese,N/A,6,2.00,1.67,2.25,1.25,4,1,5,2,2,0,"6,38,57,55","87",13,1,1,0,1,0,0,1,0,1,27,3,9,2,18,1,9,8,66,34,2.05,0.76,2.80,0.48,2.67,67,84,67,17,17,50,84,34,67,10.67,4.00,1.18,7.00,15.50,1.13,1.53,2.43,3.86,2.20,1.57,Stadio Giuseppe Meazza
1759603500,Oct 04 2025 - 6:45pm,complete,N/A,Atalanta,Como,N/A,6,2.00,1.50,1.67,1.33,1,1,2,2,1,1,"6","19",8,3,1,0,3,0,0,1,0,3,16,12,4,4,12,8,10,19,51,49,2.23,1.66,1.65,1.30,2.75,75,75,50,25,25,0,75,50,100,14.00,4.00,2.40,3.30,3.00,1.26,1.86,3.00,5.75,1.65,2.20,Stadio Atleti Azzurri d'Italia
1759660200,Oct 05 2025 - 10:30am,complete,N/A,Udinese,Cagliari,N/A,6,0.50,1.50,0.67,1.33,1,1,2,1,0,1,"58","25",7,2,1,0,2,0,0,1,1,1,23,8,4,2,19,6,14,16,60,40,1.37,1.25,2.18,0.74,2.25,50,75,50,0,0,25,50,50,100,6.50,4.50,2.13,3.20,3.60,1.36,2.15,3.98,8.10,1.89,1.83,Dacia Arena
1759669200,Oct 05 2025 - 1:00pm,complete,N/A,Fiorentina,Roma,N/A,6,0.00,3.00,0.00,3.00,1,2,3,3,1,2,"14","22,30",3,4,2,0,3,0,1,1,1,2,11,8,3,3,8,5,19,21,45,55,1.27,1.55,1.14,0.95,2.25,50,50,50,25,0,25,75,50,75,11.50,3.00,3.05,3.45,2.42,1.35,2.04,3.85,8.00,1.85,1.85,Stadio Artemio Franchi
1759669200,Oct 05 2025 - 1:00pm,complete,N/A,Bologna,Pisa,N/A,6,3.00,0.50,3.00,0.33,4,0,4,3,3,0,"24,38,40,53","",2,2,0,0,1,1,0,0,1,1,24,2,7,0,17,2,16,12,71,29,1.51,1.29,2.40,0.28,2.75,75,75,50,25,25,0,50,50,100,11.00,3.50,1.70,3.60,5.50,1.36,2.29,4.30,7.50,2.15,1.72,Stadio Renato Dall'Ara
1759680000,Oct 05 2025 - 4:00pm,complete,N/A,Napoli,Genoa,N/A,6,3.00,0.50,3.00,0.33,2,1,3,1,0,1,"75,57","33",7,5,1,0,3,0,0,1,2,1,12,6,5,1,7,5,16,15,69,31,2.05,1.14,1.52,0.65,2.75,75,75,50,25,25,0,50,50,100,14.00,5.00,1.42,3.85,8.00,1.37,2.33,4.05,9.00,2.40,1.53,Stadio San Paolo
1759689900,Oct 05 2025 - 6:45pm,complete,N/A,Juventus,AC Milan,N/A,6,2.33,3.00,2.00,2.33,0,0,0,0,0,0,"","",6,0,2,0,2,0,0,2,1,1,12,13,3,4,9,9,15,8,51,49,2.23,1.59,1.38,1.29,3.09,34,100,42,17,17,17,59,84,100,12.83,1.67,2.65,3.20,2.60,1.30,2.10,3.40,7.50,1.75,2.00,N/A
1760792400,Oct 18 2025 - 1:00pm,incomplete,N/A,Pisa,Hellas Verona,N/A,7,0.33,0.33,0.33,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1.17,0.00,0.00,1.67,17,50,17,17,0,17,50,17,67,5.33,3.00,2.44,3.08,2.97,0.00,2.30,0.00,0.00,0.00,0.00,Arena Garibaldi - Stadio Romeo Anconetani
1760792400,Oct 18 2025 - 1:00pm,incomplete,N/A,Lecce,Sassuolo,N/A,7,0.33,1.00,0.33,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.16,1.16,0.00,0.00,3.00,67,84,67,33,17,50,67,67,100,6.67,4.33,2.70,3.18,2.60,0.00,2.10,0.00,0.00,0.00,0.00,Stadio Comunale Via del Mare
1760803200,Oct 18 2025 - 4:00pm,incomplete,N/A,Torino,Napoli,N/A,7,0.50,2.00,0.50,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.17,1.76,0.00,0.00,2.25,34,75,59,17,0,59,75,17,50,8.67,1.33,5.40,3.21,1.74,0.00,2.10,0.00,0.00,0.00,0.00,Allianz Stadium
1760813100,Oct 18 2025 - 6:45pm,incomplete,N/A,Roma,Inter Milan,N/A,7,2.00,1.50,2.00,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,1.95,0.00,0.00,2.92,25,67,25,25,25,25,67,25,100,12.17,3.00,2.95,3.12,2.44,0.00,1.95,0.00,0.00,0.00,0.00,Stadio Olimpico
1760869800,Oct 19 2025 - 10:30am,incomplete,N/A,Como,Juventus,N/A,7,1.67,2.00,1.67,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.63,1.33,0.00,0.00,1.75,59,75,0,0,0,25,59,17,75,6.83,6.17,2.95,3.19,2.39,0.00,2.08,0.00,0.00,0.00,0.00,Stadio Giuseppe Sinigaglia
1760878800,Oct 19 2025 - 1:00pm,incomplete,N/A,Genoa,Parma,N/A,7,0.33,0.33,0.33,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.12,1.40,0.00,0.00,1.33,0,50,17,0,0,17,33,17,67,8.67,3.67,2.06,3.09,3.83,0.00,2.35,0.00,0.00,0.00,0.00,Stadio Comunale Luigi Ferraris
1760878800,Oct 19 2025 - 1:00pm,incomplete,N/A,Cagliari,Bologna,N/A,7,1.33,0.33,1.33,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.18,1.01,0.00,0.00,2.00,33,67,17,17,0,17,50,33,100,9.34,4.00,3.28,3.21,2.20,0.00,2.20,0.00,0.00,0.00,0.00,Sardegna Arena
1760889600,Oct 19 2025 - 4:00pm,incomplete,N/A,Atalanta,Lazio,N/A,7,1.67,1.00,1.67,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03,1.11,0.00,0.00,2.50,50,84,33,17,17,33,67,33,84,11.00,3.33,1.83,3.75,3.88,0.00,1.80,0.00,0.00,0.00,0.00,Stadio Atleti Azzurri d'Italia
1760899500,Oct 19 2025 - 6:45pm,incomplete,N/A,AC Milan,Fiorentina,N/A,7,2.00,1.00,2.00,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.50,1.11,0.00,0.00,1.50,50,50,34,0,0,34,34,17,67,9.34,4.00,1.49,4.30,6.00,0.00,1.79,0.00,0.00,0.00,0.00,Stadio Giuseppe Meazza
1760985900,Oct 20 2025 - 6:45pm,incomplete,N/A,Cremonese,Udinese,N/A,7,2.00,2.00,2.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.92,1.30,0.00,0.00,2.59,59,59,59,42,25,59,75,42,42,8.33,4.17,2.88,3.10,2.49,0.00,2.15,0.00,0.00,0.00,0.00,Stadio Giovanni Zini
1761331500,Oct 24 2025 - 6:45pm,incomplete,N/A,AC Milan,Pisa,N/A,8,2.00,0.33,2.00,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.50,0.95,0.00,0.00,3.00,67,84,67,34,17,50,84,17,100,8.67,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Meazza
1761397200,Oct 25 2025 - 1:00pm,incomplete,N/A,Udinese,Lecce,N/A,8,0.67,1.33,0.67,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.64,1.02,0.00,0.00,2.17,50,67,33,17,17,0,67,50,67,10.33,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Dacia Arena
1761397200,Oct 25 2025 - 1:00pm,incomplete,N/A,Parma,Como,N/A,8,1.33,1.33,1.33,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.09,1.54,0.00,0.00,2.00,67,67,33,0,0,17,67,50,67,7.33,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1761408000,Oct 25 2025 - 4:00pm,incomplete,N/A,Napoli,Inter Milan,N/A,8,3.00,1.50,3.00,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.87,1.95,0.00,0.00,3.75,59,84,59,42,42,25,84,59,100,14.83,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio San Paolo
1761417900,Oct 25 2025 - 6:45pm,incomplete,N/A,Cremonese,Atalanta,N/A,8,2.00,1.67,2.00,1.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.92,1.11,0.00,0.00,2.42,59,75,42,25,25,42,59,42,59,6.33,3.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giovanni Zini
1761478200,Oct 26 2025 - 11:30am,incomplete,N/A,Torino,Genoa,N/A,8,0.50,0.33,0.50,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.17,0.98,0.00,0.00,2.09,50,75,59,0,0,25,59,34,50,9.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico Grande Torino
1761487200,Oct 26 2025 - 2:00pm,incomplete,N/A,Sassuolo,Roma,N/A,8,2.00,3.00,2.00,3.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1.35,0.00,0.00,2.00,33,50,33,17,0,33,67,17,67,7.34,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MAPEI Stadium - Città del Tricolore
1761487200,Oct 26 2025 - 2:00pm,incomplete,N/A,Hellas Verona,Cagliari,N/A,8,0.67,1.33,0.67,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.88,1.08,0.00,0.00,1.50,50,50,17,0,0,33,50,0,67,9.33,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Marc'Antonio Bentegodi
1761498000,Oct 26 2025 - 5:00pm,incomplete,N/A,Fiorentina,Bologna,N/A,8,0.00,0.33,0.00,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.22,1.01,0.00,0.00,2.67,67,67,67,33,0,50,67,50,84,10.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Artemio Franchi
1761507900,Oct 26 2025 - 7:45pm,incomplete,N/A,Lazio,Juventus,N/A,8,1.33,2.00,1.33,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.43,1.33,0.00,0.00,2.59,42,59,34,34,17,59,75,17,59,8.17,5.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico
1761672600,Oct 28 2025 - 5:30pm,incomplete,N/A,Lecce,Napoli,N/A,9,0.33,2.00,0.33,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.16,1.76,0.00,0.00,3.00,67,100,67,33,0,67,84,50,100,8.34,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale Via del Mare
1761680700,Oct 28 2025 - 7:45pm,incomplete,N/A,Atalanta,AC Milan,N/A,9,1.67,2.33,1.67,2.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03,1.49,0.00,0.00,2.34,50,84,33,17,17,17,67,50,67,11.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Atleti Azzurri d'Italia
1761759000,Oct 29 2025 - 5:30pm,incomplete,N/A,Juventus,Udinese,N/A,9,2.00,2.00,2.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.02,1.30,0.00,0.00,2.71,59,71,46,29,13,46,75,42,54,12.08,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1761759000,Oct 29 2025 - 5:30pm,incomplete,N/A,Roma,Parma,N/A,9,2.00,0.33,2.00,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,1.40,0.00,0.00,1.33,0,50,0,0,0,0,33,17,84,10.34,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico
1761759000,Oct 29 2025 - 5:30pm,incomplete,N/A,Como,Hellas Verona,N/A,9,1.67,0.33,1.67,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.63,1.17,0.00,0.00,2.34,50,100,17,17,0,17,67,33,100,4.33,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Sinigaglia
1761767100,Oct 29 2025 - 7:45pm,incomplete,N/A,Inter Milan,Fiorentina,N/A,9,2.25,1.00,2.25,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.24,1.11,0.00,0.00,2.34,54,67,50,25,25,38,50,54,54,13.42,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Meazza
1761767100,Oct 29 2025 - 7:45pm,incomplete,N/A,Genoa,Cremonese,N/A,9,0.33,1.25,0.33,1.25,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.12,0.69,0.00,0.00,1.92,38,54,42,13,13,42,54,13,71,5.75,5.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale Luigi Ferraris
1761767100,Oct 29 2025 - 7:45pm,incomplete,N/A,Bologna,Torino,N/A,9,3.00,1.00,3.00,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.81,1.41,0.00,0.00,3.21,42,71,71,42,25,42,54,54,100,9.92,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Renato Dall'Ara
1761845400,Oct 30 2025 - 5:30pm,incomplete,N/A,Cagliari,Sassuolo,N/A,9,1.33,1.00,1.33,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.18,1.16,0.00,0.00,2.50,50,84,34,17,17,17,67,50,100,6.67,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Sardegna Arena
1761853500,Oct 30 2025 - 7:45pm,incomplete,N/A,Pisa,Lazio,N/A,9,0.33,1.00,0.33,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1.11,0.00,0.00,1.34,0,34,17,0,0,17,33,17,67,6.66,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Arena Garibaldi - Stadio Romeo Anconetani
1762005600,Nov 01 2025 - 2:00pm,incomplete,N/A,Udinese,Atalanta,N/A,10,0.67,1.67,0.67,1.67,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.64,1.11,0.00,0.00,2.33,67,100,33,0,0,17,67,50,84,6.66,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Dacia Arena
1762016400,Nov 01 2025 - 5:00pm,incomplete,N/A,Napoli,Como,N/A,10,3.00,1.33,3.00,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.87,1.54,0.00,0.00,2.50,67,67,50,17,17,17,67,50,84,12.66,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio San Paolo
1762026300,Nov 01 2025 - 7:45pm,incomplete,N/A,Cremonese,Juventus,N/A,10,2.00,2.00,2.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.92,1.33,0.00,0.00,2.00,50,50,25,25,25,50,50,25,50,7.50,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giovanni Zini
1762083000,Nov 02 2025 - 11:30am,incomplete,N/A,Hellas Verona,Inter Milan,N/A,10,0.67,1.50,0.67,1.50,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.88,1.95,0.00,0.00,2.75,42,67,25,25,25,42,67,25,67,12.83,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Marc'Antonio Bentegodi
1762092000,Nov 02 2025 - 2:00pm,incomplete,N/A,Torino,Pisa,N/A,10,0.50,0.33,0.50,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.17,0.95,0.00,0.00,2.59,34,75,59,34,17,42,75,17,50,7.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Allianz Stadium
1762092000,Nov 02 2025 - 2:00pm,incomplete,N/A,Fiorentina,Lecce,N/A,10,0.00,1.33,0.00,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.22,1.02,0.00,0.00,2.67,67,67,67,33,17,34,84,50,50,10.33,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Artemio Franchi
1762102800,Nov 02 2025 - 5:00pm,incomplete,N/A,Parma,Bologna,N/A,10,1.33,0.33,1.33,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.09,1.01,0.00,0.00,2.00,50,50,33,17,0,17,50,50,84,8.67,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1762112700,Nov 02 2025 - 7:45pm,incomplete,N/A,AC Milan,Roma,N/A,10,2.00,3.00,2.00,3.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.50,1.35,0.00,0.00,2.00,50,50,50,0,0,50,67,0,67,11.34,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Meazza
1762191000,Nov 03 2025 - 5:30pm,incomplete,N/A,Sassuolo,Genoa,N/A,10,2.00,0.33,2.00,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.07,0.98,0.00,0.00,2.50,67,84,50,17,0,17,67,50,100,6.67,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MAPEI Stadium - Città del Tricolore
1762199100,Nov 03 2025 - 7:45pm,incomplete,N/A,Lazio,Cagliari,N/A,10,1.33,1.33,1.33,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.43,1.08,0.00,0.00,2.84,50,67,50,34,17,50,84,17,84,7.67,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico
1762544700,Nov 07 2025 - 7:45pm,incomplete,N/A,Pisa,Cremonese,N/A,11,0.33,1.25,0.33,1.25,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.03,0.69,0.00,0.00,1.59,38,38,25,13,13,25,54,13,54,6.08,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Arena Garibaldi - Stadio Romeo Anconetani
1762610400,Nov 08 2025 - 2:00pm,incomplete,N/A,Lecce,Hellas Verona,N/A,11,0.33,0.33,0.33,0.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.16,1.17,0.00,0.00,2.84,50,100,50,33,0,50,67,50,100,4.67,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale Via del Mare
1762610400,Nov 08 2025 - 2:00pm,incomplete,N/A,Como,Cagliari,N/A,11,1.67,1.33,1.67,1.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.63,1.08,0.00,0.00,2.00,67,84,17,0,0,17,67,17,100,6.33,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Giuseppe Sinigaglia
1762621200,Nov 08 2025 - 5:00pm,incomplete,N/A,Juventus,Torino,N/A,11,2.00,1.00,2.00,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.02,1.41,0.00,0.00,3.25,50,75,50,38,38,38,63,63,88,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1762631100,Nov 08 2025 - 7:45pm,incomplete,N/A,Parma,AC Milan,N/A,11,1.33,2.33,1.33,2.33,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.09,1.49,0.00,0.00,1.84,34,67,33,0,0,0,50,67,67,6.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A
1762687800,Nov 09 2025 - 11:30am,incomplete,N/A,Atalanta,Sassuolo,N/A,11,1.67,1.00,1.67,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.03,1.16,0.00,0.00,3.00,84,84,50,33,33,33,84,50,84,11.67,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Atleti Azzurri d'Italia
1762696800,Nov 09 2025 - 2:00pm,incomplete,N/A,Bologna,Napoli,N/A,11,3.00,2.00,3.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.81,1.76,0.00,0.00,2.84,50,84,67,33,0,50,67,33,100,10.34,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Renato Dall'Ara
1762696800,Nov 09 2025 - 2:00pm,incomplete,N/A,Genoa,Fiorentina,N/A,11,0.33,1.00,0.33,1.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.12,1.11,0.00,0.00,1.00,17,33,17,0,0,17,17,17,50,7.67,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Comunale Luigi Ferraris
1762707600,Nov 09 2025 - 5:00pm,incomplete,N/A,Roma,Udinese,N/A,11,2.00,2.00,2.00,2.00,0,0,0,0,0,0,"","",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.68,1.30,0.00,0.00,2.00,34,50,34,17,0,34,67,17,67,10.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadio Olimpico
